Chrom	Read	Strand
8	444	0
8	516	0
8	628	1
8	1345	1
8	2954	1
8	3677	0
8	4002	0
8	4525	0
8	5928	1
8	6862	0
8	7096	1
8	7316	0
8	7631	1
8	7791	0
8	7795	0
8	8472	0
8	9074	1
8	9138	0
8	9486	1
8	10212	1
8	10663	0
8	11451	0
8	11458	1
8	12124	0
8	12232	0
8	12335	0
8	13295	1
8	14004	0
8	14069	0
8	14177	1
8	14541	0
8	14962	0
8	15339	0
8	15582	0
8	16136	1
8	16912	0
8	17352	1
8	17766	1
8	17785	1
8	18971	1
8	19719	0
8	19814	1
8	19930	1
8	20280	0
8	20746	0
8	21289	0
8	22146	1
8	22378	1
8	22478	1
8	22867	1
8	23178	1
8	24199	0
8	24220	1
8	24265	0
8	24511	0
8	24685	1
8	25070	0
8	25134	0
8	25808	0
8	25903	0
8	26226	0
8	26934	0
8	27475	0
8	27617	0
8	27621	0
8	29760	0
8	31385	0
8	32314	0
8	32365	1
8	33401	0
8	33605	1
8	33818	0
8	34437	0
8	34756	1
8	34868	0
8	36058	0
8	36518	0
8	36803	0
8	36928	0
8	37122	1
8	38699	0
8	38838	1
8	38882	0
8	39075	0
8	39302	0
8	39707	1
8	41605	1
8	42633	1
8	42937	0
8	43398	0
8	43989	0
8	44429	0
8	45362	1
8	45425	0
8	45792	1
8	46187	1
8	46975	0
8	48130	1
8	48280	1
8	48281	1
8	49156	0
8	50910	0
8	50971	1
8	51270	0
8	51567	1
8	51612	1
8	52815	1
8	53020	0
8	53515	1
8	53657	1
8	55775	0
8	56542	1
8	56634	0
8	57037	0
8	57291	1
8	58020	1
8	58625	0
8	61700	0
8	62829	1
8	63213	1
8	64556	1
8	64683	0
8	65131	0
8	65239	0
8	65271	0
8	66491	0
8	66870	0
8	67967	0
8	68938	0
8	69194	0
8	69708	1
8	70939	1
8	71034	1
8	71109	1
8	72263	1
8	72533	1
8	72876	0
8	73259	0
8	74213	1
8	74263	0
8	74871	0
8	75914	1
8	76074	0
8	76907	0
8	77126	0
8	77257	1
8	79266	1
8	79341	0
8	79529	1
8	80328	0
8	80603	1
8	81010	0
8	82060	1
8	83447	0
8	84522	0
8	84912	0
8	85004	1
8	85239	1
8	85474	0
8	85505	0
8	85638	0
8	86635	1
8	87504	1
8	87535	0
8	87769	1
8	87879	0
8	88528	1
8	88582	0
8	88721	0
8	89306	0
8	89580	0
8	89988	1
8	91207	1
8	92215	0
8	92321	1
8	92345	1
8	92749	0
8	93118	1
8	93474	1
8	93503	1
8	93808	0
8	94128	1
8	94710	1
8	94991	1
8	96137	0
8	96497	0
8	96526	1
8	96812	1
8	96926	1
8	96949	0
8	97366	1
8	97903	1
8	98182	0
8	98742	0
8	98828	1
8	99366	0
8	100288	1
8	100724	1
8	100894	1
8	101557	0
8	102042	0
8	102322	0
8	102620	0
8	102805	0
8	103150	0
8	103765	1
8	103866	1
8	104184	1
8	106068	1
8	106838	0
8	107595	1
8	108041	0
8	108747	1
8	109906	1
8	110023	1
8	110260	0
8	111021	1
8	111488	0
8	111606	0
8	111919	1
8	112038	1
8	112089	1
8	112119	1
8	112614	0
8	113537	0
8	115027	0
8	116631	1
8	119004	1
8	119956	1
8	120287	0
8	120373	0
8	120419	1
8	121345	1
8	121636	1
8	122061	0
8	122138	0
8	122400	0
8	122476	0
8	122703	1
8	122844	0
8	123463	1
8	123955	0
8	124090	1
8	124365	1
8	127865	0
8	129329	1
8	131211	1
8	131219	1
8	131696	0
8	131974	0
8	132042	1
8	134957	0
8	134980	1
8	135014	1
8	135164	0
8	135177	0
8	135770	0
8	136306	1
8	136560	1
8	137992	1
8	138130	0
8	138410	0
8	139026	1
8	139845	0
8	139906	1
8	140555	0
8	140744	1
8	140779	0
8	141702	1
8	142219	1
8	142270	0
8	144865	0
8	144876	1
8	146154	0
8	146291	1
8	146992	1
8	147825	0
8	148298	1
8	148364	0
8	148415	1
8	148564	1
8	148761	0
8	148849	0
8	149325	1
8	149425	0
8	149456	1
8	149829	1
8	151934	1
8	152079	0
8	152465	1
8	153295	0
8	153322	1
8	154410	1
8	154888	1
8	155625	0
8	155752	1
8	156288	1
8	156614	0
8	156829	0
8	157184	1
8	157584	0
8	157601	1
8	157823	0
8	158118	1
8	158426	0
8	159086	1
8	160840	1
8	161236	1
8	161237	0
8	161532	1
8	161804	0
8	162427	0
8	162933	1
8	163271	0
8	163687	1
8	164426	1
8	164750	1
8	164795	0
8	165853	1
8	165958	1
8	166482	0
8	166896	0
8	167077	1
8	167722	0
8	168143	0
8	168615	0
8	169285	1
8	170805	0
8	170918	1
8	172327	1
8	172873	1
8	172950	0
8	173421	0
8	173560	1
8	174225	0
8	175161	0
8	175464	0
8	175510	1
8	175511	0
8	175581	1
8	176928	0
8	177055	0
8	177467	0
8	178603	0
8	179599	1
8	180460	0
8	181348	0
8	181455	0
8	182006	1
8	182232	0
8	182373	1
8	182959	1
8	183234	0
8	183241	1
8	183753	0
8	184037	1
8	184845	1
8	185317	0
8	185467	1
8	185569	0
8	185974	1
8	186119	0
8	186574	1
8	186658	1
8	188496	0
8	189631	0
8	189769	1
8	189784	1
8	190165	0
8	190754	1
8	191925	0
8	192411	0
8	192991	0
8	193309	1
8	194335	1
8	199982	0
8	201069	1
8	201454	0
8	202028	1
8	202194	0
8	202261	1
8	202584	0
8	202662	0
8	202845	0
8	202946	0
8	204544	0
8	205517	1
8	205833	0
8	206125	1
8	207714	1
8	207926	1
8	208333	1
8	208556	0
8	208579	0
8	208745	1
8	209021	1
8	209235	0
8	209536	1
8	209624	1
8	209658	0
8	209855	1
8	210188	0
8	210829	0
8	211951	0
8	211979	0
8	212742	1
8	212810	0
8	213050	0
8	213675	1
8	214338	0
8	214516	0
8	216606	1
8	217137	1
8	217200	0
8	217936	1
8	218808	1
8	219231	0
8	219550	0
8	220265	1
8	220395	0
8	221200	0
8	221290	1
8	223626	0
8	223708	0
8	223977	0
8	224370	1
8	225187	1
8	225449	1
8	225863	1
8	227041	0
8	227112	0
8	227306	1
8	227346	1
8	227479	0
8	227994	1
8	228079	1
8	228390	0
8	228692	0
8	230261	0
8	230435	0
8	230857	0
8	231011	0
8	231120	1
8	232501	1
8	232584	1
8	232779	1
8	233191	0
8	234033	1
8	234397	1
8	234751	1
8	235210	1
8	236280	0
8	236742	0
8	237122	0
8	238518	0
8	239079	1
8	239575	0
8	240377	1
8	240570	0
8	240674	0
8	240939	0
8	241334	0
8	241576	1
8	241720	1
8	242453	1
8	243110	1
8	243414	0
8	243962	1
8	244243	1
8	244418	1
8	245968	0
8	246472	0
8	246596	0
8	246864	1
8	248414	0
8	249398	0
8	249637	1
8	249997	1
8	251484	1
8	251927	1
8	252004	0
8	252370	1
8	252721	1
8	254918	1
8	255851	1
8	256229	1
8	256269	0
8	256786	1
8	257109	1
8	257659	0
8	257700	0
8	259755	1
8	260215	0
8	261337	1
8	261847	1
8	261926	1
8	262544	0
8	262800	0
8	262969	0
8	263024	0
8	263126	0
8	263982	0
8	264389	1
8	264715	0
8	266573	1
8	266818	1
8	267268	0
8	267509	0
8	268521	0
8	268989	1
8	269404	0
8	270266	0
8	270444	1
8	270495	0
8	272514	0
8	272678	1
8	273001	0
8	274359	0
8	274395	0
8	274725	0
8	274799	0
8	274999	1
8	275971	1
8	278367	0
8	278447	0
8	278807	0
8	278970	1
8	278997	0
8	279130	0
8	279908	0
8	280594	0
8	281829	0
8	282400	1
8	284635	1
8	284888	0
8	285167	0
8	286485	1
8	286690	1
8	286717	0
8	288029	1
8	288337	1
8	288835	1
8	289029	0
8	289075	0
8	289258	0
8	289665	1
8	289801	1
8	290383	1
8	290634	0
8	292749	1
8	295280	0
8	295685	1
8	296344	1
8	296692	1
8	296936	0
8	297616	1
8	297956	1
8	299797	0
8	301974	1
8	302214	0
8	302567	1
8	302759	0
8	302774	1
8	302815	1
8	302913	0
8	303213	1
8	304844	0
8	305150	0
8	305315	0
8	305976	1
8	305976	1
8	306457	0
8	306758	0
8	309838	0
8	311100	0
8	311217	0
8	311528	0
8	312109	1
8	312315	1
8	313577	1
8	313723	0
8	314190	1
8	314360	0
8	314883	1
8	315836	0
8	316882	0
8	316916	1
8	319098	0
8	319778	0
8	320630	0
8	321206	1
8	321591	0
8	321976	0
8	322124	0
8	322536	0
8	323974	0
8	325110	1
8	326877	0
8	328660	1
8	328745	1
8	330047	1
8	330517	1
8	331322	1
8	332936	0
8	333447	0
8	334213	1
8	334552	0
8	335661	0
8	336901	1
8	337176	1
8	337317	1
8	338085	1
8	338464	1
8	339400	1
8	341372	0
8	341459	1
8	341853	1
8	342737	1
8	343989	1
8	344536	0
8	345200	0
8	345304	0
8	345748	1
8	346068	1
8	347082	1
8	347134	0
8	348992	0
8	349525	1
8	349525	1
8	350924	0
8	351195	0
8	351496	1
8	351722	1
8	351885	1
8	352492	0
8	352631	0
8	352652	1
8	352734	1
8	352861	0
8	352880	0
8	353390	0
8	353893	0
8	354274	1
8	355755	0
8	356115	0
8	356135	1
8	358986	0
8	359245	1
8	359459	0
8	359576	1
8	360805	1
8	360919	1
8	361794	1
8	362484	1
8	362521	1
8	363632	1
8	363917	1
8	363999	0
8	364752	1
8	364978	0
8	365803	1
8	366263	1
8	366437	1
8	366927	0
8	367529	1
8	367679	0
8	367964	1
8	368314	1
8	368690	1
8	369110	0
8	369364	0
8	369504	0
8	369812	1
8	370252	1
8	370424	1
8	370429	1
8	370432	0
8	370697	0
8	371196	0
8	372881	0
8	373602	0
8	374226	0
8	374292	1
8	374386	1
8	374962	0
8	376230	0
8	376471	0
8	376826	0
8	377607	1
8	377715	0
8	378171	1
8	379601	0
8	379613	1
8	379950	0
8	380926	0
8	381062	0
8	382306	0
8	382332	0
8	382624	1
8	382821	0
8	382894	0
8	383594	1
8	383620	1
8	384280	0
8	384642	1
8	384701	1
8	385240	1
8	386215	1
8	386430	0
8	386593	1
8	388382	1
8	388694	0
8	388728	0
8	388957	1
8	388958	0
8	389793	0
8	390949	0
8	391790	0
8	393125	1
8	393185	1
8	393785	1
8	394454	1
8	394477	0
8	394646	0
8	394656	0
8	394737	0
8	394794	1
8	395599	0
8	395845	0
8	396123	1
8	396414	0
8	397139	0
8	397336	1
8	397976	1
8	398249	1
8	399585	0
8	400434	1
8	400676	1
8	401425	1
8	401552	0
8	404465	1
8	404641	0
8	404966	1
8	406555	0
8	406594	1
8	406895	0
8	408609	1
8	409364	1
8	409380	0
8	410498	1
8	410640	0
8	412605	1
8	412716	0
